loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R),label
2026-05-05T16:37:36.734+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.831335416667,-0.1297760009765625,-0.09521484375,-1.001358032226562,1820.826298416667,1.874500052308324,0.5182059952981289,0.2758853031379101,-0.1897149682044983,-0.06860463321208954,-0.01207377389073372,-0.04117659479379654,0.04075487330555916,-0.03855204582214355,XArbitraryZVertical,-0.1258425827219118,0.2573604701129609,0.7924881149274047,0.5384161554221633,-0.1160194277763367,-0.05419785529375076,-0.9917671680450439,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
2026-05-05T16:37:36.735+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.841408416667,-0.1549224853515625,-0.0577392578125,-0.99676513671875,1820.836371416667,-0.0002396280881482507,-0.0007686913319226913,-0.001976460887969268,-0.1842715740203857,-0.07124435156583786,-0.0314166434109211,-0.01300714910030365,-0.04294947907328606,-0.009575128555297852,XArbitraryZVertical,-0.000988276220658754,-0.0003842270496283672,-0.0001194341505312115,0.9999994634635414,-0.1167688295245171,-0.05226535350084305,-0.9917829036712646,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
2026-05-05T16:37:36.737+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.851481416667,-0.160308837890625,-0.0113372802734375,-1.006088256835938,1820.846445416667,-0.0004291699056895501,-0.001468552276716553,-0.003490824008808166,-0.1079981029033661,-0.06185457855463028,-0.005207411479204893,-0.03746972233057022,-0.006954018026590347,-0.004986047744750977,XArbitraryZVertical,-0.001745568127366295,-0.0007339003794710647,-0.0002133029475303686,0.9999982099038867,-0.1174527406692505,-0.05078522488474846,-0.991779088973999,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
2026-05-05T16:37:36.746+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.861555416667,-0.1316680908203125,0.003753662109375,-1.018203735351562,1820.856518416667,-0.0004529378205628988,-0.002114376128482676,-0.004425180496719327,-0.08366804569959641,-0.06368044018745422,-0.005526458378881216,-0.04221677780151367,0.03852385282516479,-0.01433819532394409,XArbitraryZVertical,-0.002212826592419418,-0.001056684181185004,-0.000224129108123452,0.999996957914066,-0.1180920377373695,-0.0498611219227314,-0.9917500615119934,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
2026-05-05T16:37:36.757+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.871628416667,-0.1417999267578125,0.00250244140625,-1.001739501953125,1820.866591416667,-0.0006720609987813853,-0.002780198503925646,-0.005378675735099,-0.1057919934391975,-0.05597591772675514,-0.04042958095669746,-0.01292747259140015,0.05269433557987213,-0.02648526430130005,XArbitraryZVertical,-0.002689798773082271,-0.001389189889698588,-0.0003322904864715172,0.9999954427487047,-0.1187406033277512,-0.04894065856933594,-0.9917184710502625,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
2026-05-05T16:37:36.767+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.881701416667,-0.1529998779296875,-0.03411865234375,-0.98858642578125,1820.876665416667,-0.00113649775664786,-0.003326197010708188,-0.00669609336907135,-0.149650901556015,-0.04604259133338928,-0.05094394087791443,-0.02254284918308258,0.05018999427556992,-0.01002198457717896,XArbitraryZVertical,-0.003348979985837423,-0.001661185472699421,-0.0005626767065981966,0.9999929499006697,-0.1192570552229881,-0.04768754169344902,-0.991717517375946,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
2026-05-05T16:37:36.777+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.891775416667,-0.150787353515625,-0.038818359375,-0.982452392578125,1820.886738416667,-0.001735637532351774,-0.003787135932701757,-0.008329030818158572,-0.168106883764267,-0.03621020168066025,-0.06848698854446411,-0.03331799060106277,0.01201824098825455,0.00315326452255249,XArbitraryZVertical,-0.004166137544740004,-0.001889935651332893,-0.0008599238032969707,0.9999891781078531,-0.1196818649768829,-0.04613688215613365,-0.9917396903038025,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
2026-05-05T16:37:36.788+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.901848416667,-0.161956787109375,-0.032012939453125,-0.98944091796875,1820.896811416667,-0.002428853601019872,-0.004153309825466773,-0.0101659725543229,-0.1908816993236542,-0.02914616838097572,-0.06548719108104706,-0.03077971190214157,0.005576211959123611,0.009327471256256104,XArbitraryZVertical,-0.005085471484035535,-0.002070452145189997,-0.001203852622544846,0.9999842219010566,-0.1200076192617416,-0.04439456388354301,-0.9917798638343811,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
2026-05-05T16:37:36.797+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.911922416667,-0.1557464599609375,-0.018035888671875,-1.00042724609375,1820.906885416667,-0.002974508847786861,-0.004449534970190998,-0.0123087370348003,-0.2265523374080658,-0.02279852330684662,-0.03935332968831062,-0.04168469458818436,0.01031855121254921,0.002397119998931885,XArbitraryZVertical,-0.006157616377815041,-0.002215568035564578,-0.001473530107808837,0.9999774984402793,-0.1202720701694489,-0.04233147948980331,-0.9918380379676819,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
2026-05-05T16:37:36.807+02:00,1777991855.999969,53.23563474330103,10.40180217960041,24.83179,0.002885282,0.4811153,30.21769262405273,180,3,5.999684891258127,-9999,1820.921995416667,-0.1541900634765625,0.0054779052734375,-1.004867553710938,1820.916958416667,-0.003248288022400326,-0.004827456135561172,-0.0143843986794303,-0.1747018694877625,-0.04200044646859169,-0.01629108935594559,-0.03511404246091843,0.0222674272954464,-0.008548498153686523,XArbitraryZVertical,-0.007196026414784554,-0.002401978881134859,-0.001606736600940555,0.9999700182834942,-0.1206323951482773,-0.0403033047914505,-0.9918787479400635,0,0,0,-1,-1,1814.888053166667,walking,2,2026-05-05T16:37:30.767+02:00,2026-05-05T16:12:27.330+02:00,1140,1.19412,0.6966417,1.401011,948.704,0,0,2026-05-05T16:37:35.925+02:00,799684656.0192052,0,0.3299999,100.7603,1,0.75,0
