loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),label
2026-05-05T17:18:23.208+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3962.936779125,0.1010589599609375,-0.109130859375,-0.9762725830078125,3962.931743125,-0.00265723573194674,0.004208912850476502,-0.03645503038544205,0.002199185080826283,-0.01219781022518873,-0.03793080151081085,0.0249800831079483,0.01503469049930573,0.01062709093093872,XArbitraryZVertical,-0.01822365377018218,0.0021283194167466,-0.001366750644241613,0.999830742378005,0.07356119900941849,-0.1296892315149307,-0.9888222813606262,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
2026-05-05T17:18:23.218+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3962.946852125,0.104248046875,-0.125335693359375,-0.9764251708984375,3962.941816125,-0.003124479060508983,0.004118414224162619,-0.03643309648484001,0.004675125703215599,0.001785915577784181,-0.05589861795306206,0.02766247093677521,0.02222613990306854,0.01279616355895996,XArbitraryZVertical,-0.01821226279708489,0.002087318374507574,-0.001599485818569502,0.9998307216646215,0.07354909181594849,-0.1296785175800323,-0.9888245463371277,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
2026-05-05T17:18:23.228+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3962.956925125,0.10992431640625,-0.1331329345703125,-0.9854888916015625,3962.951889125,-0.003684176811540764,0.004050298127456025,-0.0363173111833982,0.01168920006603003,-0.004097805824130774,-0.05493049323558807,0.02832385152578354,0.01363478600978851,0.01295214891433716,XArbitraryZVertical,-0.018153857996543,0.00205825808784382,-0.001878551580492731,0.9998314185746733,0.07357436418533325,-0.1297541707754135,-0.9888127446174622,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
2026-05-05T17:18:23.238+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3962.966998125,0.105865478515625,-0.122039794921875,-0.98199462890625,3962.961962125,-0.004169457008275745,0.003991019728968296,-0.03622643038563606,0.002676796400919557,0.0007627294398844242,-0.04031772911548615,0.03468035906553268,-0.00313955545425415,0.00836557149887085,XArbitraryZVertical,-0.01810799027293473,0.002032935871016845,-0.002120523928719899,0.9998317021866127,0.07359602302312851,-0.1298102736473083,-0.9888038039207458,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
2026-05-05T17:18:23.248+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3962.977071125,0.1119232177734375,-0.1336669921875,-0.9809112548828125,3962.972035125,-0.004547431436273603,0.004017651321964269,-0.03622852718943255,-0.00802847184240818,0.009047023952007294,-0.03639582544565201,0.03492715209722519,0.003606945276260376,0.002793192863464355,XArbitraryZVertical,-0.01810862305085572,0.002049673888794112,-0.002309722461916155,0.9998312468184702,0.073684923350811,-0.1297818869352341,-0.9888008832931519,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
2026-05-05T17:18:23.258+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3962.987145125,0.109375,-0.1241912841796875,-0.982635498046875,3962.982108125,-0.004933263311076152,0.004057273849377532,-0.03629690494221953,-0.003412148449569941,0.004412591457366943,-0.03913541883230209,0.03406114131212234,0.002337515354156494,0.009160876274108887,XArbitraryZVertical,-0.01814236056993703,0.002073058236118339,-0.002503032333414135,0.9998301345148308,0.07378799468278885,-0.1296873539686203,-0.9888055920600891,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
2026-05-05T17:18:23.268+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3962.997218125,0.0998992919921875,-0.1113433837890625,-0.9827423095703125,3962.992181125,-0.005322006342187984,0.004026602417755388,-0.03627639347338382,0.005136012565344572,-0.004965730011463165,-0.03752740100026131,0.03820806741714478,-0.002491086721420288,0.006610989570617676,XArbitraryZVertical,-0.01813174395676563,0.002061224457040595,-0.002697072305707315,0.999829885613337,0.07382199168205261,-0.1296805441379547,-0.9888039827346802,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
2026-05-05T17:18:23.278+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3963.007291125,0.097747802734375,-0.1143951416015625,-0.9793701171875,3963.002254125,-0.00572221062669277,0.00395248282498069,-0.03622778461650117,0.002136228140443563,0.0008780441712588072,-0.04002118855714798,0.03032637387514114,0.0144510418176651,0.006746172904968262,XArbitraryZVertical,-0.01810713815069837,0.00202773048524507,-0.002896421618870185,0.9998298452796043,0.07381488382816315,-0.1297006756067276,-0.9888018369674683,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
2026-05-05T17:18:23.288+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3963.017364125,0.096588134765625,-0.12457275390625,-0.9750213623046875,3963.012327125,-0.006160917720335778,0.004213965178242768,-0.03637846664968124,-0.00629320926964283,0.01203375868499279,-0.03659329935908318,0.02384588122367859,0.0182538777589798,0.006958603858947754,XArbitraryZVertical,-0.01818161366369777,0.002162650300698603,-0.003118259545424105,0.9998275348247376,0.0741460844874382,-0.1295209676027298,-0.9888006448745728,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
2026-05-05T17:18:23.298+02:00,1777994303.000197,53.23566526313196,10.4015132048496,25.73068,0.66,0.97,163.125002298636,119.0872933266196,5.999999999999979,4.890059363221343,-9999,3963.027437125,0.0956878662109375,-0.127899169921875,-0.972137451171875,3963.022400125,-0.006568410593500067,0.004591845857400933,-0.03675299186378723,-0.03204544633626938,0.01461889035999775,-0.03671979904174805,0.02236700803041458,0.01048494875431061,0.0117841362953186,XArbitraryZVertical,-0.01836777346042016,0.002355869174017436,-0.003325824288635874,0.9998230834042601,0.07458735257387161,-0.1291220188140869,-0.9888195991516113,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:23.076+02:00,799687103.1696333,0,0.9099998,100.7542,0
