loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N)
2026-05-26T14:17:50.135+02:00,1,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.132292,-8.155960083007812,-44.91863250732422,-18.88677978515625,138.7498168945312,134.3982696533203,11.02388191223145,251724.6821054167,0.010345458984375,-0.8237457275390625,-0.5763702392578125,251724.6721034167,-0.1591936498880386,-0.218659371137619,-0.02643427066504955,251724.6724514167,35.75752258300781,-72.5970458984375,-107.9090423583984,251724.6571004167,0.03854622292860875,0.04604615196858543,1.000529893680486,-0.1018183529376984,-0.3301831185817719,-0.03495363518595695,0.007300892844796181,0.01265549659729004,0.022072434425354,XArbitraryCorrectedZVertical,0.4790524792072328,0.02943766064824734,0.02794593734868988,0.8768474017551064,0.02484953217208385,-0.8417571783065796,-0.5392842888832092,-7.987564086914062,-44.81573486328125,-18.82227325439453,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251721.012954,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
2026-05-26T14:17:50.163+02:00,2,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.152362,-8.043174743652344,-44.89412689208984,-18.83017730712891,138.6601257324219,134.3085784912109,11.02388191223145,251724.7121124167,0.026611328125,-0.8417510986328125,-0.542755126953125,251724.7021104167,-0.3195098340511322,0.1425177305936813,0.05181526020169258,251724.7030274167,35.74099731445312,-72.64996337890625,-108.0175628662109,251724.6871074167,0.03854759863179346,0.04075575267657296,0.9953044170932863,-0.2892834842205048,0.02767092734575272,0.00724658602848649,-0.01895531080663204,0.004314601421356201,-0.04491883516311646,XArbitraryCorrectedZVertical,0.4768309534512915,0.02709972176260008,0.02665660941729617,0.8781727610504777,0.02217508107423782,-0.8389247059822083,-0.5437957048416138,-8.155960083007812,-44.91863250732422,-18.88677978515625,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251721.012954,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
2026-05-26T14:17:50.192+02:00,3,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.172296,-7.912700653076172,-44.82151794433594,-19.40187072753906,138.6092071533203,134.2576599121094,11.02388191223145,251724.7421184167,0.04779052734375,-0.8031158447265625,-0.552337646484375,251724.7321164167,-0.04375839978456497,-0.3343281745910645,-0.04180949926376343,251724.7336034167,35.55442810058594,-72.56117248535156,-108.49365234375,251724.7171134167,0.04154309756654837,0.04072999134141961,0.9866211248616908,-0.1988725960254669,-0.08405206352472305,0.02211273834109306,0.0179485846310854,-0.0003665685653686523,0.02203214168548584,XArbitraryCorrectedZVertical,0.4729714233539035,0.02776526546442916,0.02793082434526046,0.8801971965085221,0.02245685458183289,-0.8341672420501709,-0.5510542392730713,-7.984237670898438,-44.87392425537109,-19.36339569091797,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251721.012954,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
2026-05-26T14:17:50.222+02:00,4,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.212341,-8.271820068359375,-44.48638153076172,-19.40824890136719,139.1661376953125,134.8145904541016,11.02388191223145,251724.7721254167,0.0249176025390625,-0.8290863037109375,-0.5713348388671875,251724.7621234167,0.06342025101184845,-0.3429147303104401,-0.1048550456762314,251724.7641784167,35.46072387695312,-72.17840576171875,-108.6808929443359,251724.7471194167,0.03979345440758622,0.03323193276839499,0.9850107518489905,0.05621667206287384,-0.4008719623088837,-0.08611810207366943,0.02342495694756508,0.02624058723449707,-0.008577585220336914,XArbitraryCorrectedZVertical,0.4723847950514021,0.02404354748474557,0.02538313248840257,0.8806987886698366,0.01836903393268585,-0.8332780599594116,-0.5525490045547485,-8.278278350830078,-44.83579254150391,-19.26517486572266,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251721.012954,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
2026-05-26T14:17:50.253+02:00,5,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.252379,-8.221488952636719,-44.74778747558594,-19.26261138916016,139.4160614013672,135.0645141601562,11.02388191223145,251724.8021314167,0.0063629150390625,-0.840728759765625,-0.5725860595703125,251724.7921294167,-0.06813244521617889,0.01746154762804508,-0.01915664970874786,251724.7947534167,35.67411804199219,-72.56088256835938,-108.5533447265625,251724.7771264167,0.03523404419190191,0.02748295199443098,0.9866029943262657,0.01854033023118973,-0.2075836956501007,-0.07627737522125244,0.007366453297436237,0.001637637615203857,-0.02407509088516235,XArbitraryCorrectedZVertical,0.4732048891271765,0.02044195582663707,0.02202022158336461,0.880439955556047,0.01515567675232887,-0.8341572284698486,-0.5513185262680054,-8.325904846191406,-44.5526123046875,-19.24948883056641,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251721.012954,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
2026-05-26T14:17:50.292+02:00,6,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.272327,-8.377185821533203,-44.53891754150391,-19.1558837890625,139.3562774658203,135.0047302246094,11.02388191223145,251724.8321374167,0.03509521484375,-0.8235931396484375,-0.531097412109375,251724.8221354167,-0.04443643987178802,-0.1053498610854149,0.02757916413247585,251724.8253264167,35.42402648925781,-72.27352905273438,-108.3439636230469,251724.8071324167,0.03472715801815612,0.02731593108036934,0.9848703615055343,-0.1028230860829353,0.03573333099484444,0.0379270538687706,-0.003857159055769444,-0.009206891059875488,-0.002120792865753174,XArbitraryCorrectedZVertical,0.4724487645324714,0.02024084623071803,0.02175425649594843,0.8808571684852285,0.0151030458509922,-0.8332003951072693,-0.5527649521827698,-8.221488952636719,-44.74778747558594,-19.26261138916016,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251721.012954,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
2026-05-26T14:17:50.312+02:00,7,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.292491,-8.374927520751953,-44.60436248779297,-19.16996765136719,139.4889831542969,135.1374359130859,11.02388191223145,251724.8621444167,0.0109710693359375,-0.82098388671875,-0.5697021484375,251724.8521424167,0.0564318522810936,-0.2523148059844971,-0.05167065188288689,251724.8559024167,35.65351867675781,-72.60052490234375,-108.6126403808594,251724.8371394167,0.03642256642520189,0.02292462834042489,0.9837061438270334,0.04110537469387054,-0.2661268711090088,-0.02195444330573082,0.02270276844501495,0.01228928565979004,0.01821190118789673,XArbitraryCorrectedZVertical,0.4719667603517738,0.01870108595898089,0.0214627375309567,0.8811566668145273,0.01269777584820986,-0.8325560688972473,-0.5537952780723572,-8.374927520751953,-44.60436248779297,-19.16996765136719,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251722.091029,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
2026-05-26T14:17:50.342+02:00,8,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.332454,-8.136882781982422,-44.94610595703125,-19.01842498779297,139.8017883300781,135.4502410888672,11.02388191223145,251724.8921504167,-0.0026397705078125,-0.828033447265625,-0.52484130859375,251724.8821484167,-0.03497502952814102,-0.07726655900478363,-0.02780686318874359,251724.8864794167,35.90733337402344,-72.62628173828125,-108.2699127197266,251724.8671454167,0.03434323957059105,0.01769679577818951,0.9851442142779251,0.02396553196012974,-0.1369928568601608,-0.03788413852453232,-0.003082495182752609,0.010658860206604,-0.01345974206924438,XArbitraryCorrectedZVertical,0.4726716706696923,0.01591487854445242,0.01931259218889221,0.8808832315010278,0.009781268425285816,-0.8333517909049988,-0.5526564121246338,-8.275081634521484,-44.90328216552734,-19.14011383056641,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251722.091029,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
2026-05-26T14:17:50.373+02:00,9,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.352311,-8.271697998046875,-44.72148132324219,-19.12664794921875,139.8994140625,135.5478668212891,11.02388191223145,251724.9221574167,0.0095977783203125,-0.836273193359375,-0.5312042236328125,251724.9121554167,-0.1110642030835152,-0.1015788242220879,-0.01671559736132622,251724.9170524167,35.5086669921875,-72.45236206054688,-108.2495269775391,251724.8971514167,0.03237705144530054,0.01614040654997499,0.9841836501608571,-0.07668421417474747,-0.08702068775892258,-0.02687145210802555,-0.01514418423175812,0.0006060004234313965,0.02557820081710815,XArbitraryCorrectedZVertical,0.4722780511740399,0.01475965032042802,0.01807900099032848,0.8811406771595991,0.008934025652706623,-0.8328204751014709,-0.5534712076187134,-8.271697998046875,-44.72148132324219,-19.12664794921875,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251722.091029,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
2026-05-26T14:17:50.415+02:00,10,1779797869.999925,53.23133573071524,10.39891247068012,36.56146,0,0.4226274,-1,-1,4.529507029256113,2.894350934764091,-9999,1779797870.412224,-8.44049072265625,-44.63727569580078,-18.83687591552734,140.1527862548828,135.8012390136719,11.02055358886719,251724.9521634167,0.0164337158203125,-0.8260040283203125,-0.5502777099609375,251724.9421614167,-0.1280732750892639,-0.1087515130639076,-0.009847304783761501,251724.9476274167,35.28939819335938,-72.22944641113281,-108.1145477294922,251724.9271584167,0.03168458978743946,0.01354029662381554,0.9810448857390477,-0.1166515275835991,-0.1260396987199783,-0.005150934681296349,0.003700362052768469,-0.003241240978240967,0.02413654327392578,XArbitraryCorrectedZVertical,0.4709222180422927,0.01343367287085704,0.01716227523871832,0.8819055518438198,0.00753026781603694,-0.8310789465904236,-0.5561035871505737,-8.266616821289062,-44.51629638671875,-18.99761962890625,-1,2,251723.2367937917,unknown,2,2026-05-26T14:17:48.675+02:00,null,0,0,0,0,0,0,0,null,251722.091029,0,1.030502,102.1042,1779797870.124403,192.168.178.63,192.0.0.2,my_iOS_device,0,1,1779797870.108353,2,0.4,0
