loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2026-04-24T18:21:01.842+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.42638625,0.1718597412109375,-0.5244598388671875,-0.82421875,3276.41757525,0.04793105203399265,0.2059886119817963,0.5566079383575677,-0.01303198654204607,-0.008254025131464005,0.0137700280174613,0.0001672953367233276,0.007160484790802002,0.007890820503234863,XArbitraryZVertical,0.2708220242077578,0.1053763976645759,0.0511561111993151,0.9554760437526747,0.1736608445644379,-0.5283092260360718,-0.8311024904251099,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.852+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.43646125,0.1736297607421875,-0.5259857177734375,-0.8245086669921875,3276.42765025,0.04811980279912518,0.205807616666768,0.5565001803602045,-0.01885631866753101,-0.01401098072528839,0.01691335812211037,-0.001662284135818481,0.003757834434509277,0.006970882415771484,XArbitraryZVertical,0.2707651642337429,0.1053157695263156,0.05121681180159272,0.9554955791473111,0.1735220402479172,-0.5282177329063416,-0.8311896324157715,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.862+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.44653625,0.1739654541015625,-0.527587890625,-0.8227386474609375,3276.43772525,0.04829883449635722,0.2056249472028514,0.5564046005500716,-0.0229412354528904,-0.01710530743002892,0.01580874435603619,0.0002492517232894897,0.002150833606719971,0.006762027740478516,XArbitraryZVertical,0.2707146979051436,0.1052529826882949,0.05127321705283205,0.9555137504215525,0.1733805239200592,-0.5281365513801575,-0.831270694732666,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.872+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.45661125,0.1722869873046875,-0.5286407470703125,-0.8227691650390625,3276.44780025,0.04852055937895001,0.2053770299609861,0.5563046406553698,-0.02789152041077614,-0.01944036781787872,0.01880746334791183,0.0007802844047546387,0.0004637837409973145,0.008626699447631836,XArbitraryZVertical,0.2706615755009187,0.1051647996136122,0.05134099985827793,0.9555348468342192,0.1731851845979691,-0.5280516743659973,-0.8313653469085693,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.882+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.46668625,0.1707916259765625,-0.525543212890625,-0.8227081298828125,3276.45787525,0.04876172469624989,0.2051171127478537,0.5561281993428344,-0.03214282914996147,-0.01963877305388451,0.01788654178380966,-0.0007010847330093384,-0.0007389187812805176,0.008732438087463379,XArbitraryZVertical,0.2705711517513419,0.105073675296994,0.05141294976625798,0.9555666286591422,0.1729880720376968,-0.527901828289032,-0.8315015435218811,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.893+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.47676125,0.168670654296875,-0.5239410400390625,-0.82470703125,3276.46795025,0.04900117085568299,0.2048598371572775,0.5558992575958102,-0.02851240895688534,-0.01424480602145195,0.01457623392343521,-0.002007082104682922,0.002164125442504883,0.008956193923950195,XArbitraryZVertical,0.2704556544896839,0.1049836761515081,0.05148206308189599,0.9556054854274076,0.1727987229824066,-0.5277073383331299,-0.8316643238067627,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.903+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.48683625,0.1671905517578125,-0.5233612060546875,-0.8299713134765625,3276.47802525,0.04918625254380631,0.2046866571150571,0.5556695209703513,-0.02172225341200829,-0.008613286539912224,0.00854870118200779,-0.004008665680885315,0.003571152687072754,0.007105886936187744,XArbitraryZVertical,0.2703404775818324,0.1049264763337798,0.05153656809892866,0.9556414042410385,0.1726793348789215,-0.5275121927261353,-0.8318129181861877,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.913+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.49691125,0.165863037109375,-0.5225982666015625,-0.8300323486328125,3276.48810025,0.04928665116106865,0.2045938455550983,0.555499042618354,-0.01300625968724489,-0.003172182478010654,0.00361120025627315,-0.005429819226264954,0.004006147384643555,0.001945674419403076,XArbitraryZVertical,0.2702560220097141,0.1048960748236702,0.05156419822433849,0.9556671545730571,0.1726204007863998,-0.5273673534393311,-0.8319169878959656,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.923+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.50698625,0.1680145263671875,-0.525390625,-0.83343505859375,3276.49817525,0.0493253968393313,0.2045456575655193,0.5553794182538759,-0.01203202176839113,-0.002878168597817421,0.001248177140951157,-0.006730064749717712,0.004667460918426514,0.001954734325408936,XArbitraryZVertical,0.2701979980442018,0.104878551297977,0.05157073597861646,0.9556851005342597,0.1725931167602539,-0.527265727519989,-0.8319870829582214,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.933+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.51706125,0.1698760986328125,-0.5256195068359375,-0.833038330078125,3276.50825025,0.04937271245345771,0.2044915960541317,0.5552797379922292,-0.01126476563513279,-0.002183083910495043,0.002475894521921873,-0.004544273018836975,0.001790404319763184,-0.001387238502502441,XArbitraryZVertical,0.2701492091328856,0.1048593270799324,0.05158148591617848,0.9557004273248011,0.1725588142871857,-0.5271810293197632,-0.8320478796958923,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.943+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.52713625,0.1710662841796875,-0.5270538330078125,-0.8335723876953125,3276.51832525,0.04941176065759532,0.2044456790013741,0.555176249435729,-0.01631603576242924,-0.003952221479266882,0.0003351122722961009,-0.002655565738677979,0.001473546028137207,-0.0009291172027587891,XArbitraryZVertical,0.2700988227290831,0.1048428839110622,0.05158921500151901,0.9557160544346519,0.1725316792726517,-0.5270931124687195,-0.8321092128753662,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
2026-04-24T18:21:01.953+02:00,1777047653.571205,53.56895416345577,9.882977505173033,38.55946,-1,-1,-1,-1,9.056828472500998,2.789105338997707,-9999,3276.53721025,0.1706390380859375,-0.52716064453125,-0.8336181640625,3276.52840025,0.04944932343532354,0.2044025027581,0.5550569866848232,-0.01300732512027025,0.0008630396332591772,0.0005207345820963383,-0.001442223787307739,-6.204843521118164e-05,-0.001394152641296387,XArbitraryZVertical,0.2700408977501353,0.1048275824015049,0.05159588799377254,0.9557337282171471,0.1725085079669952,-0.5269917249679565,-0.8321781754493713,0,0,0,-1,-1,3230.927795875,unknown,2,2026-04-24T18:20:16.323+02:00,null,0,0,0,0,0,0,0,null,798740460.2590986,0,0.75,101.556,1,0.85
